3809,0.000001
8898,0.000002
938,0.000002
1140,0.000001
6786,0.000002
2227,0.000005
3782,0.000004
7135,0.000003
4527,0.000001
4802,0.000001
9343,0.000001
7165,0.000004
1654,0.000004
5094,0.000002
8272,0.000003
7215,0.000002
6114,0.000002
3795,0.000001
4147,0.000003
5774,0.000002
101,0.000001
9207,0.000005
3602,0.000001
5893,0.000002
255,0.000000
734,0.000001
6233,0.000004
8191,0.000004
439,0.000001
3686,0.000002
7488,0.000002
749,0.000001
8247,0.000002
5535,0.000002
5312,0.000003
905,0.000001
1266,0.000001
7923,0.000005
1306,0.000001
358,0.000002
7004,0.000002
1388,0.000001
8458,0.000018
7965,0.000004
7382,0.000001
6826,0.000002
7668,0.000002
4199,0.000002
9722,0.000001
5388,0.000002
972,0.000001
5220,0.000002
1349,0.000003
1257,0.000002
8939,0.000003
1638,0.000001
3906,0.000002
3437,0.000001
7362,0.000002
6024,0.000001
3990,0.000005
8297,0.000019
4606,0.000002
7724,0.000002
2247,0.000003
4424,0.000002
5395,0.000001
2688,0.000001
6351,0.000002
7721,0.000003
6275,0.000003
5861,0.000003
4753,0.000019
3352,0.000004
722,0.000001
3113,0.000001
4934,0.000001
3998,0.000001
7322,0.000003
2731,0.000001
7854,0.000005
9197,0.000005
3191,0.000002
9716,0.000048
8337,0.000001
383,0.000001
3201,0.000004
9077,0.000003
3467,0.000004
4998,0.000003
2255,0.000001
9886,0.000002
4448,0.000002
6445,0.000002
8712,0.000002
2780,0.000003
6578,0.000002
1342,0.000001
7083,0.000003
6143,0.000001
